timestamp,port_gross_ret,turnover,cost,port_net_ret,bench_ret
2022-07-25,0.0,0.0,0.0,0.0,-0.004046715092804209
2022-07-26,0.0,0.0,0.0,0.0,0.0033862991967406443
2022-07-27,0.0,0.0,0.0,0.0,0.012008095750428386
2022-07-28,0.0,0.0,0.0,0.0,-0.0016373290300543946
2022-07-29,0.0,0.0,0.0,0.0,0.010518288649369803
2022-08-01,0.0,0.0,0.0,0.0,0.007305337448852853
2022-08-02,0.0,0.0,0.0,0.0,0.0062059962519031295
2022-08-03,0.0,0.0,0.0,0.0,0.0023902895368715887
2022-08-04,0.0,0.0,0.0,0.0,0.00369455242837718
2022-08-05,0.0,0.0,0.0,0.0,0.0036887431863175902
2022-08-08,0.0,0.0,0.0,0.0,0.007186255035760539
2022-08-09,0.0,0.0,0.0,0.0,0.002824943391183589
2022-08-10,0.0,0.0,0.0,0.0,-0.005571513602159007
2022-08-11,0.0,0.0,0.0,0.0,0.004631036833583227
2022-08-12,0.0,0.0,0.0,0.0,0.001151517459297681
2022-08-15,0.0,0.0,0.0,0.0,-0.0011748903907221847
2022-08-16,0.0,0.0,0.0,0.0,-0.002771670889334642
2022-08-17,0.0,0.0,0.0,0.0,-8.281504357796606e-05
2022-08-18,0.0,0.0,0.0,0.0,-0.00513082603765833
2022-08-19,0.0,0.0,0.0,0.0,-0.006236160723773302
2022-08-22,0.0,0.0,0.0,0.0,0.008202630651651688
2022-08-23,0.0,0.0,0.0,0.0,0.002932100441241605
2022-08-24,0.0,0.0,0.0,0.0,0.003994245298789277
2022-08-25,0.0,0.0,0.0,0.0,-0.001008263557378119
2022-08-26,0.0,0.0,0.0,0.0,-0.007118511144402653
2022-08-29,0.0,0.0,0.0,0.0,0.0028768862165742337
2022-08-30,0.0,0.0,0.0,0.0,0.0021933863911311213
2022-08-31,0.0,0.0,0.0,0.0,-0.003258034499895354
2022-09-05,0.0,0.0,0.0,0.0,0.0013690698989215447
2022-09-06,0.0,0.0,0.0,0.0,-0.01462876752757049
2022-09-07,0.0,0.0,0.0,0.0,-0.004604498279836482
2022-09-08,0.0,0.0,0.0,0.0,0.0031287828733673083
2022-09-09,0.0,0.0,0.0,0.0,-0.00011537040485159053
2022-09-12,0.0,0.0,0.0,0.0,0.005025549452581793
2022-09-13,0.0,0.0,0.0,0.0,-0.004300928376623267
2022-09-14,0.0,0.0,0.0,0.0,-0.00033699873519473433
2022-09-15,0.0,0.0,0.0,0.0,-0.008364779034400421
2022-09-16,0.0,0.0,0.0,0.0,-0.015420984637440432
2022-09-19,0.0,0.0,0.0,0.0,0.00654777737550087
2022-09-20,0.0,0.0,0.0,0.0,-0.00046408805927608825
2022-09-21,0.0,0.0,0.0,0.0,0.001477469154722697
2022-09-22,0.0,0.0,0.0,0.0,-0.0007785657804111122
2022-09-23,0.0,0.0,0.0,0.0,-0.016519859639842358
2022-09-26,0.0,0.0,0.0,0.0,4.8535211481901525e-05
2022-09-27,0.0,0.0,0.0,0.0,-0.006151915545722235
2022-09-28,0.0,0.0,0.0,0.0,-0.002725739828750968
2022-09-29,0.0,0.0,0.0,0.0,-0.0035301758148161668
2022-09-30,0.0,0.0,0.0,0.0,-0.02083592892009971
2022-10-03,0.0,0.0,0.0,0.0,-0.0066212864224222
2022-10-04,0.0,0.0,0.0,0.0,0.009138390962937542
2022-10-05,0.0,0.0,0.0,0.0,-0.01620978811612102
2022-10-06,0.0,0.0,0.0,0.0,-0.022801617559626886
2022-10-07,0.0,0.0,0.0,0.0,-0.0007258029010240311
2022-10-10,0.0,0.0,0.0,0.0,-0.023992015686485863
2022-10-11,0.0,0.0,0.0,0.0,0.009845083572084372
2022-10-12,0.0,0.0,0.0,0.0,-0.0015167306318524195
2022-10-13,0.0,0.0,0.0,0.0,0.008560379226474943
2022-10-14,0.0,0.0,0.0,0.0,9.80599731560059e-05
2022-10-17,0.0,0.0,0.0,0.0,0.00915155975394293
2022-10-18,0.0,0.0,0.0,0.0,-0.0038520951353269817
2022-10-19,0.0,0.0,0.0,0.0,-0.0044540071662092125
2022-10-20,0.0,0.0,0.0,0.0,-0.022374670230159845
2022-10-21,0.0,0.0,0.0,0.0,-0.025935079245329253
2022-10-24,0.0,0.0,0.0,0.0,-0.010951462521249546
2022-10-25,0.0,0.0,0.0,0.0,-0.008005842596220798
2022-10-26,0.0,0.0,0.0,0.0,0.02037207265173308
2022-10-27,0.0,0.0,0.0,0.0,0.003798707037611977
2022-10-28,0.0,0.0,0.0,0.0,-0.007944237746509928
2022-10-31,0.0,0.0,0.0,0.0,0.005967435179724848
2022-11-01,0.0,0.0,0.0,0.0,-0.002989684636540216
2022-11-02,0.0,0.0,0.0,0.0,-0.004955679657584674
2022-11-03,0.0,0.0,0.0,0.0,-0.013348442724000938
2022-11-04,0.0,0.0,0.0,0.0,-0.024841409154662493
2022-11-07,0.0,0.0,0.0,0.0,-0.0022964544394489376
2022-11-08,0.0,0.0,0.0,0.0,0.0034325847709427712
2022-11-09,0.0,0.0,0.0,0.0,-0.029347889800002535
2022-11-10,0.0,0.0,0.0,0.0,-0.00835885419992929
2022-11-11,0.0,0.0,0.0,0.0,-0.025799742483951584
2022-11-14,0.0,0.0,0.0,0.0,-0.03574134796949185
2022-11-15,0.0,0.0,0.0,0.0,0.022201841098049138
2022-11-16,0.0,0.0,0.0,0.0,0.021425910869222776
2022-11-17,0.0,0.0,0.0,0.0,0.011278053067235698
2022-11-18,0.0,0.0,0.0,0.0,0.008963430605555885
2022-11-21,0.0,0.0,0.0,0.0,0.010804336345495104
2022-11-22,0.0,0.0,0.0,0.0,-0.010371626010127906
2022-11-23,0.0,0.0,0.0,0.0,-0.0003504444229719793
2022-11-24,0.0,0.0,0.0,0.0,0.012825181115031205
2022-11-25,0.0,0.0,0.0,0.0,0.03096843703215412
2022-11-28,0.0,0.0,0.0,0.0,0.012087211381362047
2022-11-29,0.0,0.0,0.0,0.0,0.008922162400452498
2022-11-30,0.0,0.0,0.0,0.0,0.014558185901081308
2022-12-01,0.0,0.0,0.0,0.0,0.004615873752845433
2022-12-02,0.0,0.0,0.0,0.0,0.00854578316155963
2022-12-05,0.0,0.0,0.0,0.0,-0.014155456449824145
2022-12-06,0.0,0.0,0.0,0.0,-0.01674838853111299
2022-12-07,0.0,0.0,0.0,0.0,0.015660488777155368
2022-12-08,0.0,0.0,0.0,0.0,-0.0011376131906479508
2022-12-09,0.0,0.0,0.0,0.0,-0.003565788966078393
2022-12-12,0.0,0.0,0.0,0.0,0.004403433658309591
2022-12-13,0.0,0.0,0.0,0.0,0.005918790757841998
2022-12-14,0.0,0.0,0.0,0.0,0.00215932845641877
2022-12-15,0.0,0.0,0.0,0.0,0.006040942838002869
2022-12-16,0.0,0.0,0.0,0.0,0.001186720464491425
2022-12-19,0.0,0.0,0.0,0.0,-0.01295247393280207
2022-12-20,0.0,0.0,0.0,0.0,-0.009213888352117746
2022-12-21,0.0,0.0,0.0,0.0,-6.181158472091335e-05
2022-12-22,0.0,0.0,0.0,0.0,0.0026930881615901715
2022-12-23,0.0,0.0,0.0,0.0,-0.013788807807124834
2022-12-26,0.0,0.0,0.0,0.0,0.012902214764848211
2022-12-27,0.0,0.0,0.0,0.0,0.006051634008674673
2022-12-28,0.0,0.0,0.0,0.0,0.0014874676184180016
2022-12-29,0.0,0.0,0.0,0.0,0.0025293994464867407
2022-12-30,0.0,0.0,0.0,0.0,0.01757721092369307
2023-01-03,0.0,0.0,0.0,0.0,0.0010599966268495405
2023-01-04,0.0,0.0,0.0,0.0,-0.0007795155198554697
2023-01-05,0.0,0.0,0.0,0.0,-0.004799361402147434
2023-01-06,0.0,0.0,0.0,0.0,-0.0010493911707349403
2023-01-09,0.0,0.0,0.0,0.0,0.008476436255858704
2023-01-10,0.0,0.0,0.0,0.0,0.0020566422237644835
2023-01-11,0.0,0.0,0.0,0.0,-0.004051652291358892
2023-01-12,0.0,0.0,0.0,0.0,-0.00066801260756198
2023-01-13,0.0,0.0,0.0,0.0,-0.0020979409221771475
2023-01-16,0.0,0.0,0.0,0.0,0.010032649050768006
2023-01-17,0.0,0.0,0.0,0.0,0.007011815044805284
2023-01-18,0.0,0.0,0.0,0.0,0.010767398493531467
2023-01-19,0.0,0.0,0.0,0.0,0.010446605012312427
2023-01-27,0.0,0.0,0.0,0.0,0.010248609883429518
2023-01-30,0.0,0.0,0.0,0.0,0.005471714733032127
2023-01-31,0.0,0.0,0.0,0.0,-0.01058739691738559
2023-02-01,0.0,0.0,0.0,0.0,-0.005283592365327042
2023-02-02,0.0,0.0,0.0,0.0,2.8394631754198687e-05
2023-02-03,0.0,0.0,0.0,0.0,0.00012904046412463122
2023-02-06,0.0,0.0,0.0,0.0,-0.009364244857856665
2023-02-07,0.0,0.0,0.0,0.0,0.004166936088555134
2023-02-08,0.0,0.0,0.0,0.0,0.0029039843789781298
2023-02-09,0.0,0.0,0.0,0.0,-0.00642173493045679
2023-02-10,0.0,0.0,0.0,0.0,-0.012636974833922706
2023-02-13,0.0,0.0,0.0,0.0,0.0010715042637651302
2023-02-14,0.0,0.0,0.0,0.0,0.008168736637629652
2023-02-15,0.0,0.0,0.0,0.0,0.005278005032677573
2023-02-16,0.0,0.0,0.0,0.0,-0.0018068750437589699
2023-02-17,0.0,0.0,0.0,0.0,0.013240709762053417
2023-02-20,0.0,0.0,0.0,0.0,0.0008698210542421122
2023-02-21,0.0,0.0,0.0,0.0,-0.006244863363964797
2023-02-22,0.0,0.0,0.0,0.0,-0.004462109033476561
2023-02-23,0.0,0.0,0.0,0.0,-0.0039379104428369045
2023-02-24,0.0,0.0,0.0,0.0,-0.006773639161307275
2023-02-27,0.0,0.0,0.0,0.0,0.0002467398618432847
2023-02-28,0.0,0.0,0.0,0.0,0.006944657322912401
2023-03-01,0.0,0.0,0.0,0.0,-1.2526642762801781e-05
2023-03-02,0.0,0.0,0.0,0.0,-0.0028981538633311983
2023-03-03,0.0,0.0,0.0,0.0,0.003887353743345026
2023-03-06,0.0,0.0,0.0,0.0,0.0014736151567094145
2023-03-07,0.0,0.0,0.0,0.0,0.004145649252285936
2023-03-08,0.0,0.0,0.0,0.0,0.0010451948755370777
2023-03-09,0.0,0.0,0.0,0.0,-0.00015796897070043816
2023-03-10,0.0,0.0,0.0,0.0,-0.006647872748126144
2023-03-13,0.0,0.0,0.0,0.0,-0.004888334060245369
2023-03-14,0.0,0.0,0.0,0.0,0.007324927715019871
2023-03-15,0.0,0.0,0.0,0.0,-0.005176647812930953
2023-03-16,0.0,0.0,0.0,0.0,-0.001566985686925571
2023-03-17,0.0,0.0,0.0,0.0,-0.005845925204950003
2023-03-20,0.0,0.0,0.0,0.0,0.0021769017054182366
2023-03-21,0.0,0.0,0.0,0.0,0.0019328230078053449
2023-03-22,0.0,0.0,0.0,0.0,0.0008941573443400678
2023-03-23,0.0,0.0,0.0,0.0,0.005623095678883403
2023-03-24,0.0,0.0,0.0,0.0,0.002131720969038399
2023-03-27,0.0,0.0,0.0,0.0,0.0020726392750299374
2023-03-28,0.0,0.0,0.0,0.0,0.00158270871176971
2023-03-29,0.0,0.0,0.0,0.0,-0.0021979560072420447
2023-03-30,0.0,0.0,0.0,0.0,0.00366391541270848
2023-03-31,0.0,0.0,0.0,0.0,0.008734184103331603
2023-04-03,0.0,0.0,0.0,0.0,0.0008904640960073766
2023-04-04,0.0,0.0,0.0,0.0,0.0088817228574895
2023-04-05,0.0,0.0,0.0,0.0,0.000405293692203688
2023-04-06,0.0,0.0,0.0,0.0,-0.0008778460779170453
2023-04-07,0.0,0.0,0.0,0.0,0.0008460595743707558
2023-04-10,0.0,0.0,0.0,0.0,-0.0012786905963018242
2023-04-11,0.0,0.0,0.0,0.0,-0.00013465011051734996
2023-04-12,0.0,0.0,0.0,0.0,-0.005016173366798456
2023-04-13,0.0,0.0,0.0,0.0,-0.006383824915146755
2023-04-14,0.0,0.0,0.0,0.0,-0.0010171325240119985
2023-04-17,0.0,0.0,0.0,0.0,0.0031414613547567855
2023-04-18,0.0,0.0,0.0,0.0,-0.0022849713125763344
2023-04-19,0.0,0.0,0.0,0.0,0.0038063963845454004
2023-04-20,0.0,0.0,0.0,0.0,0.0005181764227994949
2023-04-21,0.0,0.0,0.0,0.0,7.392453665788486e-05
2023-04-24,0.0,0.0,0.0,0.0,-0.0031660530868747347
2023-04-25,0.0,0.0,0.0,0.0,0.0022210229703998876
2023-04-26,0.0,0.0,0.0,0.0,-0.0004748131569401769
2023-04-27,0.0,0.0,0.0,0.0,0.003729175247769507
2023-04-28,0.0,0.0,0.0,0.0,-0.0010106594962058528
2023-05-04,0.0,0.0,0.0,0.0,-8.948122794389476e-05
2023-05-05,0.0,0.0,0.0,0.0,0.009225537996594634
2023-05-08,0.0,0.0,0.0,0.0,0.0006264232601984338
2023-05-09,0.0,0.0,0.0,0.0,0.008915872907387178
2023-05-10,0.0,0.0,0.0,0.0,0.0028782506005042264
2023-05-11,0.0,0.0,0.0,0.0,0.0029425816847276688
2023-05-12,0.0,0.0,0.0,0.0,0.004530073484528014
2023-05-15,0.0,0.0,0.0,0.0,0.0008067907260484125
2023-05-16,0.0,0.0,0.0,0.0,0.0012533160255284246
2023-05-17,0.0,0.0,0.0,0.0,8.733985296198174e-06
2023-05-18,0.0,0.0,0.0,0.0,0.0022934842224835703
2023-05-19,0.0,0.0,0.0,0.0,0.0004266169125721302
2023-05-22,0.0,0.0,0.0,0.0,0.0014928932393314823
2023-05-23,0.0,0.0,0.0,0.0,0.0007055980506609483
2023-05-24,0.0,0.0,0.0,0.0,-0.0007591137386094526
2023-05-25,0.0,0.0,0.0,0.0,0.0065157303141837675
2023-05-26,0.0,0.0,0.0,0.0,0.014065080005327
2023-05-29,0.0,0.0,0.0,0.0,0.008501479582228931
2023-05-30,0.0,0.0,0.0,0.0,0.011370990279949039
2023-05-31,0.0,0.0,0.0,0.0,0.009002098217976203
2023-06-01,0.0,0.0,0.0,0.0,0.002503299991607527
2023-06-02,0.0,0.0,0.0,0.0,0.0016036223926808489
2023-06-05,0.0,0.0,0.0,0.0,0.009371826555740051
2023-06-06,0.0,0.0,0.0,0.0,0.0086954591978063
2023-06-07,0.0,0.0,0.0,0.0,-0.002218427262511038
2023-06-08,0.0,0.0,0.0,0.0,0.0024765901854567653
2023-06-09,0.0,0.0,0.0,0.0,0.009512750190683483
2023-06-12,0.0,0.0,0.0,0.0,0.008741991013528619
2023-06-13,0.0,0.0,0.0,0.0,-0.004950157787912527
2023-06-14,0.0,0.0,0.0,0.0,-0.004982413468084399
2023-06-15,0.0,0.0,0.0,0.0,-0.0005298859950059033
2023-06-16,0.0,0.0,0.0,0.0,-0.008358019798233283
2023-06-19,0.0,0.0,0.0,0.0,0.0073792716391226365
2023-06-20,0.0,0.0,0.0,0.0,0.006839675593026913
2023-06-21,0.0,0.0,0.0,0.0,0.0021386954592544265
2023-06-22,0.0,0.0,0.0,0.0,0.0024567783909498686
2023-06-23,0.0,0.0,0.0,0.0,-0.004265875863082801
2023-06-26,0.0,0.0,0.0,0.0,0.0014712091829896506
2023-06-27,0.0,0.0,0.0,0.0,-0.0027458366550717965
2023-06-28,0.0,0.0,0.0,0.0,-0.006143867875527615
2023-06-29,0.0,0.0,0.0,0.0,-0.0009503716170888267
2023-06-30,0.0,0.0,0.0,0.0,8.912950387849983e-05
2023-07-03,0.0,0.0,0.0,0.0,0.004684696682430706
2023-07-04,0.0,0.0,0.0,0.0,-4.3495518096512994e-05
2023-07-05,0.0,0.0,0.0,0.0,-0.0077012451143807295
2023-07-06,0.0,0.0,0.0,0.0,0.003772922485883531
2023-07-07,0.0,0.0,0.0,0.0,0.006449912338902343
2023-07-10,0.0,0.0,0.0,0.0,0.00272387534247295
2023-07-11,0.0,0.0,0.0,0.0,0.0022539889290644536
2023-07-12,0.0,0.0,0.0,0.0,0.002292238699151361
2023-07-13,0.0,0.0,0.0,0.0,-0.0010285550689207472
2023-07-14,0.0,0.0,0.0,0.0,0.004831934882552991
2023-07-17,0.0,0.0,0.0,0.0,0.0008830733190488257
2023-07-18,0.0,0.0,0.0,0.0,-0.0025238169237870585
2023-07-19,0.0,0.0,0.0,0.0,0.006765797382017475
2023-07-20,0.0,0.0,0.0,0.0,0.006113289767758527
2023-07-21,0.0,0.0,0.0,0.0,0.005193685775318554
2023-07-24,0.0,0.0,0.0,0.0,-0.000735713729760421
2023-07-25,0.0,0.0,0.0,0.0,9.791948305839712e-05
2023-07-26,0.0,0.0,0.0,0.0,0.001504560650608969
2023-07-27,0.0,0.0,0.0,0.0,0.00774817665529668
2023-07-28,0.0,0.0,0.0,0.0,0.004957333668700367
2023-07-31,0.0,0.0,0.0,0.0,-0.004382963642113531
2023-08-01,0.0,0.0,0.0,0.0,0.004988341093566174
2023-08-02,0.0,0.0,0.0,0.0,-0.003566473054974317
2023-08-03,0.0,0.0,0.0,0.0,0.004368017696942581
2023-08-04,0.0,0.0,0.0,0.0,0.008656720207369895
2023-08-07,0.0,0.0,0.0,0.0,0.004554156175582398
2023-08-08,0.0,0.0,0.0,0.0,0.009645407996459042
2023-08-09,0.0,0.0,0.0,0.0,-0.004284483184408492
2023-08-10,0.0,0.0,0.0,0.0,0.0008379985697362527
2023-08-11,0.0,0.0,0.0,0.0,0.005398219040988172
2023-08-14,0.0,0.0,0.0,0.0,0.0041855653431715975
2023-08-15,0.0,0.0,0.0,0.0,-0.0003795729242430177
2023-08-16,0.0,0.0,0.0,0.0,-0.003866260718971739
2023-08-17,0.0,0.0,0.0,0.0,-0.03322954664378182
2023-08-18,0.0,0.0,0.0,0.0,0.0011155379401785175
2023-08-21,0.0,0.0,0.0,0.0,-0.0004221924527425092
2023-08-22,0.0,0.0,0.0,0.0,0.0006456534948595705
2023-08-23,0.0,0.0,0.0,0.0,0.007448095386081219
2023-08-24,0.0,0.0,0.0,0.0,0.0011656011677885778
2023-08-25,0.0,0.0,0.0,0.0,0.005226192927479305
2023-08-28,0.0,0.0,0.0,0.0,0.0030856857819017143
2023-08-29,0.0,0.0,0.0,0.0,0.004003463937807795
2023-08-30,0.0,0.0,0.0,0.0,0.006930331479729465
2023-08-31,0.0,0.0,0.0,0.0,0.007427064674298742
2023-09-05,0.0,0.0,0.0,0.0,0.004302299941787217
2023-09-06,0.0,0.0,0.0,0.0,0.0038217186113726565
2023-09-07,0.0,0.0,0.0,0.0,0.0057184643057500775
2023-09-08,0.0,0.0,0.0,0.0,-0.009938276531967412
2023-09-11,0.0,0.0,0.0,0.0,0.00899939767920733
2023-09-12,0.0,0.0,0.0,0.0,-0.0019417814799639953
2023-09-13,0.0,0.0,0.0,0.0,-0.006014191146779137
2023-09-14,0.0,0.0,0.0,0.0,-0.0012248507164041406
2023-09-15,0.0,0.0,0.0,0.0,-0.006121364007604993
2023-09-18,0.0,0.0,0.0,0.0,7.752976457207607e-05
2023-09-19,0.0,0.0,0.0,0.0,0.00734434053725407
2023-09-20,0.0,0.0,0.0,0.0,-0.002331190702902194
2023-09-21,0.0,0.0,0.0,0.0,-0.014767531699399733
2023-09-22,0.0,0.0,0.0,0.0,-0.021265748820247475
2023-09-25,0.0,0.0,0.0,0.0,-0.008909441054989855
2023-09-26,0.0,0.0,0.0,0.0,0.004396719628447161
2023-09-27,0.0,0.0,0.0,0.0,-0.0009239222079736316
2023-09-28,0.0,0.0,0.0,0.0,0.003822499576727176
2023-09-29,0.0,0.0,0.0,0.0,0.003977646031645784
2023-10-02,0.0,0.0,0.0,0.0,-0.015450487286684361
2023-10-03,0.0,0.0,0.0,0.0,0.005516372561339236
2023-10-04,0.0,0.0,0.0,0.0,-0.0034888252437189167
2023-10-05,0.0,0.0,0.0,0.0,0.0029961493514239134
2023-10-06,0.0,0.0,0.0,0.0,0.007160942773899137
2023-10-09,0.0,0.0,0.0,0.0,0.0055951230250566066
2023-10-10,0.0,0.0,0.0,0.0,0.00495558738684091
2023-10-11,0.0,0.0,0.0,0.0,0.0007478390823340067
2023-10-12,0.0,0.0,0.0,0.0,0.0003708922134887331
2023-10-13,0.0,0.0,0.0,0.0,-0.004289850081132784
2023-10-16,0.0,0.0,0.0,0.0,-0.00781436244283614
2023-10-17,0.0,0.0,0.0,0.0,-0.015946489360392266
2023-10-18,0.0,0.0,0.0,0.0,-0.004461118984213737
2023-10-19,0.0,0.0,0.0,0.0,0.005787340149128823
2023-10-20,0.0,0.0,0.0,0.0,-0.0016697701415000518
2023-10-23,0.0,0.0,0.0,0.0,0.00542585916671627
2023-10-24,0.0,0.0,0.0,0.0,-0.0016718798541049123
2023-10-25,0.0,0.0,0.0,0.0,-0.027021661608421187
2023-10-26,0.0,0.0,0.0,0.0,0.007123708338888092
2023-10-27,0.0,0.0,0.0,0.0,-0.0077707926006383024
2023-10-30,0.0,0.0,0.0,0.0,-0.012292970297904273
2023-10-31,0.0,0.0,0.0,0.0,0.004724473056305002
2023-11-01,0.0,0.0,0.0,0.0,0.023576098955070384
2023-11-02,0.0,0.0,0.0,0.0,0.0015318933507038684
2023-11-03,0.0,0.0,0.0,0.0,0.002476584115291428
2023-11-06,0.0,0.0,0.0,0.0,-0.001686484076385076
2023-11-07,0.0,0.0,0.0,0.0,0.01714780658091434
2023-11-08,0.0,0.0,0.0,0.0,0.00401245311324434
2023-11-09,0.0,0.0,0.0,0.0,-0.004148823310758096
2023-11-10,0.0,0.0,0.0,0.0,-0.002586017541518676
2023-11-13,0.0,0.0,0.0,0.0,0.005226380217836165
2023-11-14,0.0,0.0,0.0,0.0,0.0031253511273626688
2023-11-15,0.0,1.0,0.001,-0.001,0.0016633937200014927
2023-11-16,0.0,1.0,0.001,-0.001,-0.0032935024307667107
2023-11-17,0.0,0.0,0.0,0.0,-0.0017161556261761314
2023-11-20,0.0,0.0,0.0,0.0,0.0016181636597421456
2023-11-21,0.0,0.0,0.0,0.0,0.0013884203508254475
2023-11-22,0.0,0.0,0.0,0.0,-0.0025509025395713675
2023-11-23,0.0,0.0,0.0,0.0,-0.002929978992611516
2023-11-24,0.0,0.0,0.0,0.0,-0.0030398921714944395
2023-11-27,0.0,0.0,0.0,0.0,0.002609137028146903
2023-11-28,0.0,0.0,0.0,0.0,0.00544657274158797
2023-11-29,0.0,0.0,0.0,0.0,0.001076415504168042
2023-11-30,0.0,0.0,0.0,0.0,-0.0005772084223188128
2023-12-01,0.0,0.0,0.0,0.0,0.011175808951467026
2023-12-04,0.0,0.0,0.0,0.0,-0.0004625299577739822
2023-12-05,0.0,0.0,0.0,0.0,0.0021563741049356587
2023-12-06,0.0,0.0,0.0,0.0,0.0005705811926236728
2023-12-07,0.0,0.0,0.0,0.0,-0.001139082247226636
2023-12-08,0.0,0.0,0.0,0.0,-0.001281052308873606
2023-12-11,0.0,0.0,0.0,0.0,-0.00032807259252201415
2023-12-12,0.0,0.0,0.0,0.0,-0.004337078691310562
2023-12-13,0.0,0.0,0.0,0.0,-0.0033990352878786423
2023-12-14,0.0,0.0,0.0,0.0,0.001481839095778957
2023-12-15,0.0,0.0,0.0,0.0,-0.0006742538974978586
2023-12-18,0.0,0.0,0.0,0.0,0.003066319095439837
2023-12-19,0.0,0.0,0.0,0.0,0.004238123687790879
2023-12-20,0.0,0.0,0.0,0.0,0.0005458855152558715
2023-12-21,0.0,0.0,0.0,0.0,-0.0009860822325554294
2023-12-22,0.0,0.0,0.0,0.0,0.00550211665290652
2023-12-25,0.0,0.0,0.0,0.0,0.0025321342510698755
2023-12-26,0.0,0.0,0.0,0.0,0.0021262099972586346
2023-12-27,0.0,0.0,0.0,0.0,0.003524871359615405
2023-12-28,0.09999999999999987,1.0,0.001,0.09899999999999987,0.0037974618650082974
2023-12-29,0.0,1.0,0.001,-0.001,0.002700289687381215
2024-01-02,0.0,0.0,0.0,0.0,0.0022420574810392544
2024-01-03,0.0,0.0,0.0,0.0,0.0012093269225805373
2024-01-04,0.0,0.0,0.0,0.0,-0.0006091243916736842
2024-01-05,0.0,0.0,0.0,0.0,0.0021687836529708914
2024-01-08,0.0,0.0,0.0,0.0,2.2428483049626597e-05
2024-01-09,0.0,0.0,0.0,0.0,-0.001862807194825313
2024-01-10,0.0,0.0,0.0,0.0,-0.001940550875222222
2024-01-11,0.0,0.0,0.0,0.0,-0.004732887939137153
2024-01-12,0.0,0.0,0.0,0.0,-0.001948885848777885
2024-01-15,0.0,0.0,0.0,0.0,0.0001651093656043736
2024-01-16,0.0,0.0,0.0,0.0,0.001025330421056137
2024-01-17,0.0,0.0,0.0,0.0,0.00217455153135698
2024-01-18,0.0,0.0,0.0,0.0,0.0004300250795160287
2024-01-19,0.0,0.0,0.0,0.0,-0.0009068169899482792
2024-01-22,0.0,0.0,0.0,0.0,0.0026296429452738294
2024-01-23,0.0,0.0,0.0,0.0,-0.001628700318428752
2024-01-24,0.0,0.0,0.0,0.0,0.0005148223006241483
2024-01-25,0.0,0.0,0.0,0.0,0.004152158025139495
2024-01-26,0.0,0.0,0.0,0.0,0.0006504958721821817
2024-01-29,0.0,0.0,0.0,0.0,0.0030314604223674367
2024-01-30,0.0,0.0,0.0,0.0,0.0002326954850886988
2024-01-31,0.0,0.0,0.0,0.0,-0.0005372149322414412
2024-02-01,0.0,0.0,0.0,0.0,0.0001747885983840286
2024-02-02,0.0,0.0,0.0,0.0,-0.0014811818659961173
2024-02-05,0.0,0.0,0.0,0.0,0.0033131024796238156
2024-02-06,0.0,0.0,0.0,0.0,0.0028134749280470154
2024-02-07,0.0,0.0,0.0,0.0,0.004753863395215388
